user_id,recomendations
Gumby32,"['The Binding of Isaac: Rebirth', 'The Walking Dead', 'Team Fortress 2', 'Portal']"
NerfNadia,"[""Mirror's Edge™"", 'Remember Me', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Left 4 Dead 2']"
demoman12345678,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Lilaven,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
lilim,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Peappy,"['Trove', 'Call of Duty®: Black Ops III', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
lg5554,"['Rocket League®', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Chubiful,"['Castle Crashers®', 'Team Fortress 2', ""Garry's Mod"", 'Portal 2', 'Counter-Strike: Global Offensive']"
lil_bradsta,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
limaalan,"['You Have to Win the Game', 'VVVVVV', ""Garry's Mod"", 'Terraria', 'Warframe']"
76561198019975893,"['Firewatch', 'DayZ', 'Borderlands 2', 'The Stanley Parable']"
als7160,"[""Garry's Mod"", 'Terraria', 'Robocraft', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
dwdas1,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
147532984,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198086405567,"['Sniper Elite V2', 'Left 4 Dead 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
Lincolndb,"['Team Fortress 2', 'Unturned', 'Terraria', 'Counter-Strike: Global Offensive']"
lindaduong,"['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Terraria', ""Garry's Mod""]"
samzero,"['Emily is Away', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
LinkSQN,"['H1Z1', 'Counter-Strike: Global Offensive', 'Rocket League®', 'Grand Theft Auto V']"
76561198130101262,"['Counter-Strike: Global Offensive', 'Team Fortress 2', 'ARK: Survival Evolved', 'Arma 3']"
KawaiiKrillin,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
LiquidShovel,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Heroes &amp; Generals', 'Unturned']"
76561198091906572,"['Saints Row: The Third', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198075773650,"['Tactical Intervention', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198042853300,"['Spiral Knights', 'APB Reloaded', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198050441049,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
Mlg421,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
droccteclemon,"['Counter-Strike: Global Offensive', 'Robocraft', 'Team Fortress 2', ""Garry's Mod""]"
76561198067137136,"['Saints Row IV', 'Left 4 Dead 2', ""Garry's Mod"", 'Team Fortress 2']"
shwiggityshwam,"['Counter-Strike: Global Offensive', 'Fallout 4', 'Grand Theft Auto V', 'The Witcher 2: Assassins of Kings Enhanced Edition']"
76561198062880848,"['The Forest', 'Team Fortress 2', 'DayZ']"
76561198098399688,"['BioShock Infinite', 'Game Dev Tycoon', 'Spec Ops: The Line', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198018766159,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198017290377,"['Life is Feudal: Your Own', 'Empyrion - Galactic Survival', 'Rust', ""No Man's Sky"", ""Garry's Mod""]"
76561198060972753,"['Dev Guy', 'Killing Floor', 'NotGTAV', 'Team Fortress 2', 'Spiral Knights']"
76561198085645865,"[""Tom Clancy's Rainbow Six® Siege"", 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Grand Theft Auto V']"
76561198092403662,"['Killing Floor', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
Braceful,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
loadaimandsnipe,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
LoadedPorpoise,"[""No Man's Sky"", 'Counter-Strike: Global Offensive', 'Rust', 'Warframe']"
Loadingdotdotdot,"['Prototype 2', 'The Forest', 'One Finger Death Punch', 'Shift 2 Unleashed']"
76561198085715384,"['Counter-Strike', 'Counter-Strike: Global Offensive', 'Counter-Strike: Source', ""Garry's Mod""]"
76561198071780641,"['Portal 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', ""Spooky's Jump Scare Mansion""]"
rookynightwing,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Tales from the Borderlands', 'Depth']"
76561198084567252,"['DC Universe™ Online', 'Team Fortress 2', ""Garry's Mod"", 'PlanetSide 2', 'Terraria']"
Loimega,"['Source Filmmaker', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198072889134,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
loki_true,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
44290,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198063930019,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
lucke123,"['Warframe', 'Loadout', 'No More Room in Hell', 'Team Fortress 2', 'Alien Swarm']"
76561198070672847,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
AntoniosB,"['Counter-Strike: Global Offensive', 'Left 4 Dead 2', 'Team Fortress 2', 'Loadout']"
lolman262,"['Geometry Dash', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Robocraft', 'Trove']"
76561198030804350,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Whoppaz,"[""Sid Meier's Civilization® V"", 'Dirty Bomb®', 'Insurgency', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
MCportal1YT,"['Left 4 Dead 2', 'Loadout', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
lolplays,"[""Assassin's Creed 2 Deluxe Edition"", ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Grand Theft Auto V']"
76561198081716813,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198069398071,"['Starbound', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
76561198132960300,"['Antenna', 'The Average Everyday Adventures of Samantha Browne', 'Hexcells']"
XxX_bradley_XxX,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Half-Life 2', 'Papers, Please']"
76561198059013979,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
mrzazzaz123,"['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Assassin’s Creed® IV Black Flag™', ""Garry's Mod""]"
76561198061556863,"['Stranded Deep', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'DayZ']"
kraigher,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198026715109,"['Tree of Savior (English Ver.)', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Ori and the Blind Forest']"
lonliecookie,"['Counter-Strike: Global Offensive', ""Sid Meier's Civilization® V"", 'Team Fortress 2', ""Garry's Mod"", 'State of Decay']"
76561198033116510,"['Contagion', ""Garry's Mod"", 'DayZ', 'Rust', 'Counter-Strike: Global Offensive']"
76561198066855591,"['Call of Juarez® Gunslinger', 'Mount &amp; Blade: Warband', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
LOOPY-M,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
DontCareForURL,"['Contagion', 'Pixel Piracy', 'The Expendabros', ""Garry's Mod"", 'Pool Nation']"
76561198064441059,"[""Sid Meier's Civilization® V"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
doctor_who93,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'BioShock Infinite']"
76561198097927244,"['Evolve Stage 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
lordgraville,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Counter-Strike: Source']"
Killmonjara,"['PlanetSide 2', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Warframe']"
screenshotthisanduploadittoimgur,"['The Walking Dead', 'Team Fortress 2', 'Left 4 Dead 2', 'The Walking Dead: Season 2', 'Terraria']"
TomBlack,"[""Garry's Mod"", 'Killing Floor', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Call of Duty®: Black Ops III']"
LordOfTheCringe,"['Blacklight: Retribution', 'APB Reloaded', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Lord_Zarnox,"['Undertale', 'Antichamber', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Baronlord,"['Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'The Binding of Isaac']"
lorderikir,"['Unturned', 'Robocraft', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'ORION: Prelude']"
76561198097548249,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
FlyingBajr,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
LordOat,"['Rust', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'DayZ']"
lordtumnas,"['Life is Strange - Episode 1', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198026091900,"[""Deus Ex: Human Revolution - Director's Cut"", ""What's under your blanket !?"", 'Counter-Strike: Global Offensive', 'Middle-earth™: Shadow of Mordor™', 'Nyan Cat: Lost In Space']"
LORDxHAWK,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198091688762,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198071329574,"['PlanetSide 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198050509172,"['Arma 3', 'Prison Architect', 'Counter-Strike: Global Offensive', 'DayZ', ""Garry's Mod""]"
Loresdalla,"['Life is Strange - Episode 1', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
ScottieKillerBR,"['Borderlands 2', 'Portal 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
FR3D99,"['TERA', 'Counter-Strike: Global Offensive', 'Tomb Raider', ""Garry's Mod""]"
76561198061057790,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'Team Fortress 2']"
76561198070361854,"['Unturned', 'Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
luminarybrilliant,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
llouw1,"['Sigils of Elohim', 'Puzzle Pirates', 'Signs of Life', 'Dragons and Titans', 'Final Rush']"
0468313256,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198064649950,"['Metro: Last Light Redux', 'Aura Kingdom', 'Team Fortress 2', 'Unturned', 'Counter-Strike: Global Offensive']"
Lovekin,"['Arma 2: Operation Arrowhead', 'Counter-Strike: Global Offensive', 'DayZ', 'PlanetSide 2', ""Garry's Mod""]"
76561198067269712,"['METAL GEAR SOLID V: THE PHANTOM PAIN', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rocket League®']"
ChrisyDoesntMissy,"['Nidhogg', 'Dead Realm', 'Rayman® Legends', 'Just Cause 2', 'Portal']"
dotasupimpa,"['Torchlight II', 'Paladins®', 'Borderlands 2', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
lozenger,"['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Nether: Resurrected', ""Garry's Mod""]"
76561198080509850,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198035313379,"['Team Fortress 2', 'Killing Floor', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198028950490,"['The Binding of Isaac: Rebirth', 'Dust: An Elysian Tail', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
fitemeirlfget,"['theHunter: Primal', 'Warhammer® 40,000: Dawn of War® - Game of the Year Edition', 'Rust', ""Garry's Mod"", 'Unturned']"
76561198031172261,"['Insurgency', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2', 'Rust']"
sgt116,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
LTjohnsen,"['BattleBlock Theater®', 'DLC Quest', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
LGV,"['Bastion', 'Team Fortress 2', 'XCOM: Enemy Unknown', 'Super Hexagon']"
76561198036772520,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
luca521,"['Rocket League®', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
TheBlackHammersAssassin,"['The Binding of Isaac', 'Team Fortress 2', 'The Binding of Isaac: Rebirth', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
lucasfinamorbr,"['DC Universe™ Online', 'Team Fortress 2', ""Garry's Mod"", 'PlanetSide 2', 'Terraria']"
76561198086758138,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
1889999999999999,"['DC Universe™ Online', 'Team Fortress 2', ""Garry's Mod"", 'PlanetSide 2', 'Terraria']"
LuccaTelles,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
LucidKing,"['Counter-Strike: Global Offensive', 'Rocket League®', 'Team Fortress 2', 'Dirty Bomb®', ""Garry's Mod""]"
cayden97,"['Rocket League®', 'ACE - Arena: Cyber Evolution', 'Team Fortress 2', 'Soccer Manager 2016']"
76561198054721107,"['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Warframe']"
22502250,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198092248933,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198059755685,"['Counter-Strike: Global Offensive', 'Gunpoint', 'Prominence Poker', 'the static speaks my name']"
lucy_cl,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198070969637,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Luftkopf,"['Heroes &amp; Generals', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
76561198076322243,"['The Binding of Isaac', 'The Binding of Isaac: Rebirth', 'Geometry Dash', 'Magicite']"
76561198114939945,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198052914690,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Don't Starve Together""]"
luizmce,"['Robocraft', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Terraria']"
76561198047542758,"['Spec Ops: The Line', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Lukkee,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198036536018,"['DayZ', 'Counter-Strike: Global Offensive']"
76561197991872030,"['Left 4 Dead 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198087716285,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
claytonlee,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Lumii92,"['RIFT', 'Team Fortress 2']"
lumpty,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
LumpyPoser,"['Castle Crashers®', 'Batman™: Arkham Origins', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198159891952,"['Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2', 'Call of Duty®: Modern Warfare® 2']"
Lunabird,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
HoQG,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Lixoanormal,"['Team Fortress 2', 'Loadout', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
lurchibald,"['Town of Salem', ""Day One : Garry's Incident"", 'Community College Hero: Trial by Fire', ""Garry's Mod""]"
76561198096922815,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
creamlc,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
lutzayy,"['Batman: Arkham City - Game of the Year Edition', 'Gunpoint', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Luugo,"['Portal 2', 'SpeedRunners', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198064157523,"['Batman™: Arkham Origins', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Borderlands 2']"
FokkoChan2,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
Gunzerker1003,"['Rust', 'Borderlands 2', 'Unturned', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561197972209961,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561197969599867,"[""Tom Clancy's Rainbow Six® Siege"", 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Grand Theft Auto V']"
76561198042926871,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198190651641,"['Brawlhalla', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Unturned', 'The Forest']"
bryannnn,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
LynkHD,"['Grand Theft Auto V', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198062193315,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
ly_cheen,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198035136974,"['DayZ', 'Starbound', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
iluvbutt,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'Team Fortress 2']"
76561198078429786,"['Torchlight II', 'ArcheBlade™', 'Team Fortress 2', 'Left 4 Dead 2']"
memegod,"['Team Fortress 2', 'Unturned', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Loadout']"
76561198056707381,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
NonoNoNo890,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
8j2c4,"[""Garry's Mod"", 'Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198046685572,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
m0ng,"['The Binding of Isaac', 'Team Fortress 2', 'The Binding of Isaac: Rebirth', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
Monsta_,"['Counter-Strike: Global Offensive', 'DayZ', 'Team Fortress 2', ""Garry's Mod"", 'Rust']"
m1lkingdud,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
kwaka_10,"['Train Simulator', 'American Truck Simulator', ""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561197993114886,"['L.A. Noire', 'Left 4 Dead 2', 'Batman: Arkham City - Game of the Year Edition', 'Hitman: Absolution™']"
lonelyming,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
M4rty_C,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'You Have to Win the Game']"
masterroach,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
ltayl1,"['Blade Symphony', 'Sphere III: Enchanted World', 'Dominions 4: Thrones of Ascension', ""Garry's Mod"", 'Trials Evolution: Gold Edition']"
76561198046868249,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
mac085,"['RaceRoom Racing Experience', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
macaso,"['Free to Play', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Ebolaassnigga,"['Company of Heroes 2', 'Team Fortress 2', 'Red Orchestra 2: Heroes of Stalingrad with Rising Storm', 'Unturned']"
